date,hour,minute,city_area,ufo_shape,description,longitude,latitude,weekdats,month_name
2016-02-10,05,15,Watchung,nj,Chevron,Chevron-shaped craft flying low and slow over Watchung, NJ.,-74.4509863,40.63788,Wednesday,February
2016-02-03,22,00,Waretown,nj,Disk,Brilliant Illumination, hovering in night sky.  2 other discs flying around.,-74.1951395,39.7915084,Wednesday,February
2016-02-02,19,00,Toms River,nj,Other,Craft speeding in diving position, with an orange/yellow glow. Then it came to a hault and hovered for a brief time then was gone,-74.1979458,39.9537358,Tuesday,February
2016-02-02,13,00,West Orange,nj,Light,White glowing light that drifted and eventually stay suspended.,-74.2390828,40.7985699,Tuesday,February
2016-02-02,05,00,Atlantic City,nj,Circle,2 dull red circles went straight across my full ocean view from N towards SE, just after 5:00 am. (Sunrise wasn't until 7:01.),-74.4229266,39.3642834,Tuesday,February
2016-01-30,18,17,Clark,nj,Light,Light moving downward in western sky.  Looked like meteorite that broke in two before disappearing.,-74.3127631,40.6278031,Saturday,January
2016-01-29,09,00,Barrington,nj,Disk,Saucer like ship in the sky that was hovering unnaturally and made a immediate vertical ascent.,-75.0551714,39.8648357,Friday,January
2016-01-28,13,30,Forked River,nj,,I live on water in South Jersey. On Jan 28, 2016. At approximately 13:30 I was in my home with my two adult children and 2 small grandc,-74.1901399,39.8398413,Thursday,January
2016-01-28,13,23,Absecon (most reports),nj,,Analysis of "sonic booms" and shaking reported along New Jersey coast.,-74.4957076,39.4284503,Thursday,January
2016-01-27,13,38,Ocean & Monmouth Counties,nj,,We heard and felt what was like an earthquake throughout Southern New Jersey. ((NUFORC Note:  Possible sonic booms from a/c?  PD)),-75.208226,40.689925,Wednesday,January
2016-01-19,23,00,Millville,nj,Fireball,Strange green fireball shooting toward the ground, seen driving on Route 55 south,-75.0393438,39.4020596,Tuesday,January
2016-01-16,18,30,Denvile,nj,Circle,Driving along route 10 near tabor road in morrisplains and saw two white lights with a red light at the center,-74.4773775,40.8923212,Saturday,January
2016-01-16,16,45,Florham Park,nj,Disk,Objects appeared in photo taken at sunset.,-74.3882072,40.787878,Saturday,January
2016-01-13,13,00,Woodland Township,nj,Light,Bright light with flashing lights hovering over rte 72,  lt began following me.  Scared tried to get away.,-74.5228916,39.8537339,Wednesday,January
2016-01-05,00,00,Jackson,nj,Light,White light in sky south/southeast of Jackson, NJ.,-74.3587473,40.0918895,Tuesday,January
2016-01-05,00,00,Maurice River TWP,nj,,Two bright flashes of light in clear night sky. Probably 5 seconds apart of one another. The flashes of light strong enough to brighten,-74.9836584,39.2592235,Tuesday,January
2016-01-01,00,10,Bayville,nj,Light,Orange lights.,-74.1549173,39.9090924,Friday,January
2015-12-22,16,50,Elizabeth,nj,Diamond,Shot photo of 4 diamond shape objects in hte sky.,-74.2107006,40.6639916,Tuesday,December
2015-12-15,19,00,Ewing,nj,Fireball,Fireball shooting up into the sky than about 12 lights hovering over in the sky i have pictures.,-74.7909125,40.2599864,Tuesday,December
2015-12-15,05,32,Robbinsville,nj,Fireball,A very large bluish white ball flashed in the sky for a few seconds.,-74.6195327,40.2162036,Tuesday,December
2015-11-26,22,50,Harding,nj,,High alt. orb, flashing green white purple/red. No movement.  Still occurring SE, approx. 130 deg. ((NUFORC Note:  Sirius?  PD)),-74.511172,40.7397683,Thursday,November
2015-11-26,22,45,Colts Neck,nj,Light,White (blinking red and green) star like object over Colts Neck, NJ.  ((NUFORC Note:  Probably a sighting of Sirius.  PD)),-74.1723652,40.2876108,Thursday,November
2015-11-26,20,00,Cranford,nj,Sphere,Thanksgiving UFO over Cranford, NJ.,-74.2995928,40.6584212,Thursday,November
2015-11-23,16,25,Kenvil,nj,Unknown,Very fast object changing direction at a sharp angle twice.,-74.6185913,40.8796025,Monday,November
2015-11-22,02,10,Manchester,nj,Cigar,Not surprised but impressed with the aerial maneuvers the brilliance and their technology.,-74.3392821,39.9711696,Sunday,November
2015-11-16,16,30,Somerset,nj,Changing,I was driving to work at 430pm down 287 north near exit 7 when i noticed a bright white circle in the sky. It seemed to have a haze of,-74.4884868,40.497604,Monday,November
2015-11-16,00,30,Sussex,nj,Sphere,2 objects miles apart, they look like disco balls, multicolored lights,-74.6076614,41.2098177,Monday,November
2015-11-09,01,00,Clifton,nj,Sphere,We were sitting in our bedroom looking outside the window when I noticed something round in the sky just hovering, all of a sudden ther,-74.1637553,40.8584328,Monday,November
2015-11-08,19,50,Union,nj,Sphere,Not sure for how long in total, I looked up when I saw 2 others staring at the sky. there were 2 orange orbs just hovering in the sky,,-74.2631635,40.6975898,Sunday,November
2015-11-07,20,25,Villas,nj,Unknown,Driving alone along Delaware Bay Beach Rd. I saw 4 or 5 sets of lights (red, white) appeared to be flying in a row one behind the othe,-74.941631,39.017252,Saturday,November
2015-11-07,01,50,Barnegat,nj,Cigar,At 1:50 am I saw huge craft on side of craft were several blinking red lights two at a time would flash and in a row two would blink, t,-74.2693297,39.7649223,Saturday,November
2015-11-06,20,40,East Rutherford,nj,Light,I was standing outside looking up saw two bright lights flying parallel then cross paths twice then got lost in the clouds,-74.0970865,40.833989,Friday,November
2015-11-06,17,40,Mount Laurel,nj,Unknown,Extremely fast blob of light flew past treeline before completely disappearing from view,-74.8909988,39.934002,Friday,November
2015-11-05,04,15,Berlin,nj,Circle,Driving N on Rt. 73 in Berlin, NJ, near Edgewood Ave, at ~4:15AM on Nov. 5th, 2015, I witnessed a small white orb.,-74.9290536,39.7912261,Thursday,November
2015-11-03,19,00,Jersey City,nj,Triangle,Triangle shaped bright green fast travelling sighting.,-74.0431435,40.7177545,Tuesday,November
2015-11-03,18,30,Parlin,nj,Flash,Looked like Venus but then faded out.,-74.3272286,40.4623454,Tuesday,November
2015-11-01,22,40,Wyckoff,nj,Fireball,1 Green fireball seen in W sky, solid color and luminescence, no strobing.,-74.1729106,41.0095316,Sunday,November
2015-10-31,18,00,West Deptford,nj,Light,Hovering green light.,-75.1895576,39.8318378,Saturday,October
2015-10-29,21,00,Sicklerviller/Turnersville,nj,Unknown,Unknown aircrafts (3) form from ball of light, follow car from Sicklerville to Turnersville.,-75.0494746,39.7720815,Thursday,October
2015-10-24,19,15,Lakewood,nj,Fireball,7 orange fireball objects.,-74.2097014,40.082129,Saturday,October
2015-10-23,03,30,Paterson,nj,Circle,UFO over Patterson.,-74.171811,40.9167654,Friday,October
2015-10-20,19,30,Berlin,nj,Fireball,The first 8 orange orbs moving in a perfect symmetrical line then eventually blipped out, the next set of 6 followed doing the same.,-74.9290536,39.7912261,Tuesday,October
2015-10-10,20,20,Williamstown,nj,Fireball,3 fireballs same path.,-74.995168,39.6862263,Saturday,October
2015-10-08,04,00,Park Ridge,nj,Sphere,5 white objects in sky  4 hovered in circle pattern  1 off to side  VERY VERY high.   Would seem to rotate (individually) and then all,-74.0406956,41.0375968,Thursday,October
2015-10-05,22,00,Jackson,nj,Unknown,Amazingly bright white slow moving flashes. Some brighter than others. It circled the sky for about 10 min before it took off extremely,-74.3587473,40.0918895,Monday,October
2015-10-05,20,00,Oxford,nj,Light,Flashing light, varying intensity, moving east from costallation Cassiopeia.,-74.999813,40.8132568,Monday,October
2015-09-27,19,00,Flanders,nj,Light,Four orange lights over Flanders, NJ.,-74.7161489,40.8418677,Sunday,September
2015-09-27,04,00,Bayonne,nj,Light,2 lights in sky.  Would fade whenever airplane was approaching.  1 other light made hook shape from northeast and disappeared.,-74.1143091,40.6687141,Sunday,September
2015-09-26,20,15,Woodbridge,nj,Fireball,Reddish/orange fiery orb hovering, appeared to descended then disappeared out of sight.,-74.2846022,40.5575986,Saturday,September
2015-09-25,01,00,Paterson,nj,Egg,I noticed a Commercial aircraft flying very low and very slow as soon as this airplane passed a small dark egg shaped object about a qu,-74.171811,40.9167654,Friday,September
2015-09-19,22,00,Beach Haven,nj,Light,Medium-brightness star/satellite-like object seen in sky make abrupt stops, trajectory changes, before traveling out of view.,-74.2431962,39.5592848,Saturday,September
2015-09-19,20,15,Edison,nj,Fireball,6 red fireballs flying close, with no sound.,-74.4120953,40.5187154,Saturday,September
2015-09-18,21,50,Paramus,nj,Other,Star Trek-like craft seen over mall.,-74.0754189,40.9445428,Friday,September
2015-09-17,20,00,Lavalette,nj,Light,Six bright orange orbs in the night sky over the ocean, Lavalette, NJ, Sept 17, 2015,-74.0687475,39.9703958,Thursday,September
2015-09-13,19,30,Andover,nj,Light,Bright Orange Plasma Lights.,-74.7421089,40.9859311,Sunday,September
2015-09-08,21,28,Freehold,nj,Triangle,White and orange triangular blinking lights and unusual movement of aircraft heading west.,-74.3000878,40.2136754,Tuesday,September
2015-09-06,20,00,Barnegat,nj,Fireball,3 Fireballs aligned in perfect symmetrical shapes such as a pyramid and then a perfect line.,-74.2693297,39.7649223,Sunday,September
2015-09-06,03,00,Newark,nj,Circle,Two white lights moving around back an fourth I can see from my apartment building one disappeared the other moves back and forth until,-74.1723667,40.735657,Sunday,September
2015-08-27,04,00,Toms River,nj,Circle,((HOAX??))  Don't know what else it could be.,-74.1979458,39.9537358,Thursday,August
2015-08-23,21,08,Wildwood Crest,nj,Diamond,Hovering red light, Wildwood Crest, NJ.,-74.8335015,38.9748351,Sunday,August
2015-08-23,20,30,Jackson,nj,Fireball,Large orange light would move across the sky, get to a certain point and then vanish- happened 12 different times, same flight path.,-74.3587473,40.0918895,Sunday,August
2015-08-23,20,09,Lavallette,nj,Flash,Light moving horizonally pulsing and level, no arc.  No sound.,-74.0687475,39.9703958,Sunday,August
2015-08-19,22,20,Princeton,nj,Triangle,Black triangle over Princeton, NJ.,-74.6672226,40.3572976,Wednesday,August
2015-08-15,21,00,Woodbridge,nj,Fireball,8-10 flickering fireballs, in single file, from south to northeast.,-74.2846022,40.5575986,Saturday,August
2015-08-15,16,00,Woodbridge,nj,Sphere,Orbs flying above towards multiple flashes of light.,-74.2846022,40.5575986,Saturday,August
2015-08-13,20,40,New Brunswick,nj,Triangle,Three lights form equilateral triangle with no faa required flashing lights gliding at a rather low altitude over New Brunswick east,-74.4518188,40.4862157,Thursday,August
2015-08-12,22,30,Haven Beach,nj,Circle,One small reddish light moving steadily along the shore line making no noise. Thought maybe a drone? Does lbi police use one? But then,-74.2431962,39.5592848,Wednesday,August
2015-08-12,21,30,Haven Beach,nj,Unknown,At roughly 9 to 10 pm my wife and I observed a glowing red / orange light slowly hovering from north to south skirting the beach on lbi,-74.2431962,39.5592848,Wednesday,August
2015-08-08,22,50,Runnemede,nj,Unknown,Several lights attached N to S most seemed to be either 2,3 or 4 and changed in intensity, color and pulsation speed. Were stationary t,-75.0679497,39.8523358,Saturday,August
2015-08-05,23,40,Wildwood Crest,nj,Fireball,4 fireballs near Wildwood Crest.,-74.8335015,38.9748351,Wednesday,August
2015-08-05,19,05,Lumberton,nj,Rectangle,I was driving along the road Just behind the Shoprite in Lumberton,NJ when to my upper right of my windshield my eyes caught a large re,-74.8003877,39.9676482,Wednesday,August
2015-08-04,21,56,New Jersey,nj,Triangle,((HOAX??))  Riding on the highway from work towards Philadelphia for 2 mins I saw 3 red lights that formed a triangle.,-74.4056612,40.0583238,Tuesday,August
2015-08-03,21,00,Phillipsburg,nj,Triangle,We went out for a drive after eating dinner and came across some triangle aircraft with bright lights hovering above a cemetery.,-75.1901761,40.6937099,Monday,August
2015-08-02,02,00,Long Beach Island (North Beach),nj,Unknown,Unidentified object was sighted over North Beach, LBI.,-74.1512483,39.6792863,Sunday,August
2015-07-31,21,35,Edison,nj,Light,White light, almost like a star.,-74.4120953,40.5187154,Friday,July
2015-07-31,21,00,Somerville,nj,Unknown,3 objects with lights, spotted in triangular formation while driving on RT 287.,-74.60988,40.5742696,Friday,July
2015-07-31,08,45,Whiting,nj,Circle,Large circle object fell straight down from the sky Ocean County, NJ.,-74.378734,39.9543627,Friday,July
2015-07-24,23,00,Aberdeen,nj,Light,Driving northbound on Rte. 35. Me and wife saw two lights in the sky. Very low in the sky. One white light heading east at a high speed,-74.2221155,40.4170948,Friday,July
2015-07-22,23,00,Wildwood Crest,nj,Fireball,Cluster of fireballs seen off coast of Wildwood, New Jersey.,-74.8335015,38.9748351,Wednesday,July
2015-07-22,23,00,Wildwood Crest,nj,Fireball,Cluster of fireballs seen off coast of wildwood New Jersey.,-74.8335015,38.9748351,Wednesday,July
2015-07-21,00,17,Freehold,nj,Triangle,Triangular aircraft with white lights and a blinking red light at triangles core,-74.3000878,40.2136754,Tuesday,July
2015-07-19,22,00,South River,nj,Light,Orange-red light omonis.  ((sic.  ominous),-74.3859831,40.446495,Sunday,July
2015-07-11,21,45,Northfield,nj,Circle,Two red lights hovering over home in Northfield, NJ,-74.5501546,39.3703942,Saturday,July
2015-07-04,23,00,Rahway,nj,Fireball,One big orange orb like object in the sky's of Rahway, NJ, an hour after 7/4/15 fireworks.,-74.2776468,40.6081591,Saturday,July
2015-07-04,22,43,Freehold,nj,Formation,The bright orange objects flying in line over Freehold, NJ,-74.3000878,40.2136754,Saturday,July
2015-07-04,21,45,Brick,nj,Other,5 consecutively spaced (1 per 45 sec.) yellow flame-like colored light, soundless objects slowly passing NE to SW.,-74.1371832,40.0578384,Saturday,July
2015-07-04,21,30,Scotch Plains,nj,Circle,2 green circular lights. One higher than the other and the one below was on the right at an angle not directly below the one above it.,-74.369018,40.6400404,Saturday,July
2015-07-04,20,00,Keansburgh,nj,Circle,It was 4th a little before the fire works when we saw this circular flying object in the sky hovering steady in place way in the sky.,-74.1298643,40.4417743,Saturday,July
2015-07-04,16,40,Toms River,nj,Rectangle,Postcard in the sky.,-74.1979458,39.9537358,Saturday,July
2015-07-04,NA,NA,Seacaucus,nj,Sphere,At a July 4 BBQ saw a sphere shape hovering over New Jersey near Newark airport.  It displayed a bright Red & Green light.  ( not a/c.),-74.0565298,40.7895453,Saturday,July
2015-06-29,22,00,Pompton Lakes,nj,Light,2 circular lights over the W sky in the dir. of the Wannaque  Res.. The two lights would vanish.((NUFORC Note:  Venus and Jupiter.  PD),-74.2907041,41.0053753,Monday,June
2015-06-29,21,30,Forked River,nj,Light,I witnessed 2 lights that didn't move at all. One light was on top of the other one. The bottom light was brighter than the one on top.,-74.1901399,39.8398413,Monday,June
2015-06-26,23,15,Palmyra,nj,Formation,Seen on Highland Ave.(CR 602) In Palmyra, NJ heading eastward in a triangular formation.,-75.0282271,40.0070565,Friday,June
2015-06-25,21,50,Jackson,nj,Unknown,Weird 2 light turn counter clock wise until one light then gone.,-74.3587473,40.0918895,Thursday,June
2015-06-22,10,00,Deptford,nj,Other,Black V-Shaped object that propelled forward while spinning/dipping,-75.1195107,39.8227054,Monday,June
2015-06-20,00,15,Spring Lake,nj,Light,Two orange lights seen flying over the Atlantic Ocean and vanishing in seconds,-74.0281925,40.1534476,Saturday,June
2015-06-17,19,00,Clifton,nj,Triangle,Slow, but steady, seemingly triangular flying object high in the sky among the clouds.  Higher than descending airplane into Newark.,-74.1637553,40.8584328,Wednesday,June
2015-06-15,22,00,Wall,nj,Light,4 bright lights weaving in between one another at night.,-74.0679753,40.1606666,Monday,June
2015-06-12,21,20,Hurffville/Sewell (I-55, MM 55),nj,Flash,Was seen in southwest along 55 southbound around mile marker 45. Was a large golden flash that lasted about 10 seconds. Was not a comet,-75.0703744,39.7367488,Friday,June
2015-06-10,01,00,Bedminster,nj,Light,Saw object flash bright light twice as it crossed the horizon at an extremely high rate of speed.,-74.6804,40.669264,Wednesday,June
2015-06-06,00,00,Park Ridge,nj,Other,See above comment.,-74.0406956,41.0375968,Saturday,June
2015-06-03,21,45,Haledon,nj,Circle,Clusters of orange-colored flying objects seen over Haledon, NJ.,-74.186256,40.935654,Wednesday,June
2015-06-01,22,30,Ventnor,nj,Light,Multiple light in sky above the clouds moving fast and in different formations.  ((NUFORC Note:  Advertising lights?  PD)),-74.4773735,39.3403942,Monday,June
2015-06-01,03,00,Blackwood,nj,Flash,Blue lighted flashing, large UFO.,-75.0640602,39.8023363,Monday,June
2015-05-30,20,30,Bloomingdale,nj,Circle,Red and blue object moving up and down and sideways; very erratic.,-74.3265388,41.002042,Saturday,May
2015-05-23,22,00,Clifton,nj,Circle,A slow moving red circular object in the sky observed for 2-3 minutes then could not be found.,-74.1637553,40.8584328,Saturday,May
2015-05-17,04,00,Vernon Township,nj,Light,Sitting on back porch, 3 lights appear and begin to flash as if signaling each other, are stationary for over an hour, then move up and,-74.4937943,41.1947018,Sunday,May
2015-05-08,23,00,Butler,nj,Fireball,Green fireball with trail.,-74.3415394,41.0037087,Friday,May
2015-05-01,21,00,Clark,nj,Unknown,We were driving in parkway heading toward north before the exit 135 we saw this looking shooting star or meteor ish but it has a greeni,-74.3127631,40.6278031,Friday,May
2015-04-26,19,10,Scotch Plains,nj,Formation,Twelve dots moving in formation 20 miles southwest of Manhattan,-74.369018,40.6400404,Sunday,April
2015-04-24,00,30,Florence,nj,Light,Orange glowing object(s) that manipulated and transformed shape before vanishing into the sky.,-74.7863387,40.0967369,Friday,April
2015-04-22,11,15,Berlin,nj,Other,Completely unmarked black helicopter.,-74.9290536,39.7912261,Wednesday,April
2015-04-15,23,00,Blackwood,nj,Light,Absolutely eye opening experience.,-75.0640602,39.8023363,Wednesday,April
2015-04-15,10,20,Englishtown-Manalapan,nj,Unknown,Bright Light Over Manalapan-Englishtown NJ,-74.347017,40.2800274,Wednesday,April
2015-04-13,12,30,Trenton,nj,Other,Star-like object not moving.,-74.759717,40.2205824,Monday,April
2015-04-12,21,30,Beachwood,nj,Triangle,Odd triangular shaped hovering object.,-74.1929188,39.9390069,Sunday,April
2015-04-11,22,00,Sicklerville,nj,Triangle,Triangle with Aura, Blinking Red and White lights.,-74.9697707,39.7172152,Saturday,April
2015-04-11,11,30,Collingswood,nj,Light,Several red lights moving toward the south/southwest, one by one over Collingswood, NJ,-75.071284,39.9181686,Saturday,April
2015-04-05,19,47,Wallington/Passaic,nj,Teardrop,Chinese lantern type 9,000-12,000 altitude. shut off light before entering cloud space but still remained visible, eastbound,-74.1137537,40.8531553,Sunday,April
2015-04-02,03,50,Lebanon,nj,Circle,Sighting on I-78.,-74.8359987,40.6417683,Thursday,April
2015-04-01,20,30,Turnersville,nj,Cylinder,Looked like a Chinese lantern but was above air craft path as going into Philly  or Atlantic city but not as high as going to NYC. Colo,-75.0518583,39.7728846,Wednesday,April
2015-03-31,04,45,Washington,nj,Fireball,Very low altitude, bright white light, much faster than a jet, yet no sound.,-74.9793378,40.7584326,Tuesday,March
2015-03-24,23,00,Villas,nj,Circle,This night I observed a helicopter I'd say 5 or 6 miles away headed away from the airport with an orb type object in front of it keepin,-74.941631,39.017252,Tuesday,March
2015-03-22,23,00,Garfield,nj,Diamond,Diamond Shape UFO Seen,-74.113198,40.8814882,Sunday,March
2015-03-18,19,40,NJ Parkway (south)(Exit 109),nj,Fireball,NJ parkway south exit 109.  White glow from sky.,-74.0992212,40.337737,Wednesday,March
2015-03-17,21,20,Maple Shade,nj,Light,Hovering lights in the sky that lasted 30 minutes. We saw aircraft in the sky that flew in the direction of the lights that were very s,-74.9923915,39.9526127,Tuesday,March
2015-03-15,12,00,Clifton,nj,Circle,the objects don't left any trail,-74.1637553,40.8584328,Sunday,March
2015-03-15,01,30,Cherry Hill,nj,Light,I witnessed 7 lights moving at a very high rate of speed going North West across the sky.,-75.0246312,39.926813,Sunday,March
2015-03-14,05,00,Bayonne,nj,Circle,I seen a round craft with lights, and a bubble on top center without sound.,-74.1143091,40.6687141,Saturday,March
2015-03-13,21,00,Manville,nj,Circle,Circle Manville, NJ, 03/13/15, red and white lights,-74.5876569,40.5409367,Friday,March
2015-03-12,16,30,Bayville,nj,Circle,On back porch with wife, looked up and said wow those birds are really high.  The sky was completely blue with no clouds.,-74.1549173,39.9090924,Thursday,March
2015-03-12,05,49,Old Tappan,nj,Triangle,never seen this before,-73.9912493,41.010653,Thursday,March
2015-03-08,23,15,Montclair,nj,Triangle,Triangular aircraft flying low over New Jersey (NYC suburbs),-74.2090053,40.8259007,Sunday,March
2015-03-06,19,20,Newton,nj,Sphere,Space junk?,-74.7526651,41.0581527,Friday,March
2015-02-18,22,19,Robbinsville,nj,Other,Looked like trails of white fire against blue sky, disappeared before my eyes, by mercer county college,-74.6195327,40.2162036,Wednesday,February
2015-02-18,21,00,Hopelawn,nj,Formation,Green & red lights spinning, moving and flashing.  ((NUFORC Note:  We suspect the object might have been a star.  PD)),-74.2949542,40.5234345,Wednesday,February
2015-02-06,21,00,Cinnaminson,nj,Fireball,Bright red lights in the sky!,-74.9927693,39.9969646,Friday,February
2015-01-31,01,42,Hackettstown,nj,Circle,Circular object with 3 white rotating lights.,-74.8290555,40.8539879,Saturday,January
2015-01-28,18,30,Forked River,nj,Light,3 circle bright lights high in sky with helicopter watching it,-74.1901399,39.8398413,Wednesday,January
2015-01-27,18,50,Basking Ridge,nj,Triangle,On January 27, 2015 at 6:50 PM I was driving west on Spring Valley Blvd in Basking Ridge, NJ in the direction of my home. Just under th,-74.5493284,40.7066174,Tuesday,January
2015-01-23,15,24,Middlesex,nj,Circle,Fast moving black dots.,-74.4926541,40.572603,Friday,January
2015-01-19,15,00,Montclair,nj,Sphere,I took a picture of a tall statue. When I looked at the picture at home, I noticed something strange on the upper right corner of the p,-74.2090053,40.8259007,Monday,January
2015-01-16,06,15,Bamber Lakes,nj,Fireball,Meteorite streaked across sky below this mornings crescent moon from west to east. Lost visual on object when it dropped below tree lin,-74.3120895,39.8906737,Friday,January
2015-01-09,23,00,Frenchtown,nj,Triangle,Large triangle shaped object, emitting fluorescent light.  Lights dimmed in my house from object.,-75.06156,40.5262138,Friday,January
2015-01-08,00,00,Clementon,nj,Light,Multiple strange flying objects.,-74.9829443,39.8115033,Thursday,January
2015-01-07,05,00,Livingston,nj,Disk,Red and Green UFO Spotted in Livingston NJ, descened then hovered by my car. AMAZING!!!!!,-74.3300842,40.7862871,Wednesday,January
2015-01-01,00,05,Egg Harbor Twp,nj,Formation,2 sets of red/orange glowing objects seen just after midnight in south Jersey.,-74.6166192,39.3822537,Thursday,January
2014-12-27,18,30,Phillipsburg,nj,Light,I couldn't find an email address, so I apologize for using a report form. I witnessed people setting off Chinese lanterns in the Logan/,-75.1901761,40.6937099,Saturday,December
2014-12-26,00,15,Wayne,nj,Unknown,Fast moving object changing color and making tight curved maneuvers/changes of direction with near equal climb and dive speed,-74.2765441,40.9253725,Friday,December
2014-12-23,05,00,Belleville,nj,Unknown,Bright orange flashing sky.,-74.1500469,40.7936744,Tuesday,December
2014-12-21,19,53,Oak Ridge,nj,Disk,Taking pictures of my Christmas lights and an hat shaped object appeared going east to west at a high rate of speed.,-74.4856852,41.0463617,Sunday,December
2014-12-11,06,00,West Milford,nj,Fireball,Strange light across sky.,-74.3673254,41.1311292,Thursday,December
2014-11-22,12,30,Vineland,nj,Unknown,Two shapes see descending toward earth.,-75.0259637,39.4863773,Saturday,November
2014-11-21,16,31,West Deptford,nj,Sphere,4 round lights moving together.,-75.1895576,39.8318378,Friday,November
2014-11-21,16,30,Somerset (?),nj,Unknown,I was in a car with my family on our way home and it was during sunset. I'm not completely sure if it was a ufo, however I believe it w,-74.6400432,40.5292099,Friday,November
2014-11-18,19,00,Bayonne,nj,,Strange lights over Newark airport.,-74.1143091,40.6687141,Tuesday,November
2014-11-12,16,45,Somers Point,nj,Circle,We where out on the back deck facing west smoking a cigarette. There were about 6 jets with contrails as we watched them we saw it. Alm,-74.6053047,39.3160641,Wednesday,November
2014-11-09,12,50,Wanaque,nj,Sphere,The planes and the object headed north, then turned very sharply east. It was exactly 12:50 PM.,-74.2940378,41.0381525,Sunday,November
2014-11-07,17,00,Carneys Point,nj,Disk,I saw 3 disk/saucer type objects flying erratic around one another for about 5 minutes and then ascended into the atmosphere.,-75.4701443,39.7111989,Friday,November
2014-11-03,19,20,Berlin,nj,Unknown,Bright white pulsating light in the night sky with red and green blinking lights underneath.,-74.9290536,39.7912261,Monday,November
2014-11-02,23,00,Cranbury/East Windsor,nj,Diamond,Multitude of diamond shaped crafts appearing miraculously in the sky,-74.5137644,40.3162195,Sunday,November
2014-10-30,00,00,Nortvale,nj,Triangle,Triangle over Hudson River.,-73.9490258,41.0064864,Thursday,October
2014-10-27,23,50,Cape May,nj,Light,An object not progressing in a normal path, and changing both elevation and direction was observerved for a prolonged period in w sky.,-74.9060053,38.9351125,Monday,October
2014-10-27,19,00,Atlantic City,nj,Light,Strange light off  of Atlantic City ocean.,-74.4229266,39.3642834,Monday,October
2014-10-26,19,45,Mount Laurel,nj,Sphere,While driving north on the NJ turnpike a green sphere appeared above treeline, then angled downward and disappeared behind trees.,-74.8909988,39.934002,Sunday,October
2014-10-25,20,30,Mahwah/Ramsey border,nj,Circle,Me and my girlfriend were in the parking lot of our complex talking to her friend when I caught a blue circle heading west over the sky,-74.1294427,41.0653412,Saturday,October
2014-10-25,19,45,Cherry Hill,nj,Light,6-8 Red-Orange glowing lights were headed from west to east over Cherry Hill around dusk on 10/25/14,-75.0246312,39.926813,Saturday,October
2014-10-24,19,25,Lawrence,nj,Triangle,My brother and I just got out of the gym. Driving back home we saw 3 white lights in a triangular formation. I got a good look at them,-74.7294313,40.2778055,Friday,October
2014-10-19,15,00,Paramus,nj,Fireball,7 fireballs, meteors or comets in the western NJ sky October 19th 2014 EST,-74.0754189,40.9445428,Sunday,October
2014-10-17,00,45,Lakewood,nj,Fireball,I saw a blue fireball shoot down from the sky. The tip was orange and it headed from 10 o'clock to 5 clock towards the ground then it d,-74.2097014,40.082129,Friday,October
2014-10-17,00,38,Freehold,nj,Light,Earthbound object.,-74.3000878,40.2136754,Friday,October
2014-10-09,23,40,East Hanover,nj,Circle,Circular blue UFO.,-74.3647247,40.8200623,Thursday,October
2014-10-09,20,45,Califon,nj,Triangle,I was outside my house at approximately 8:45 PM and so some very bright lights flying in the NW sky, headed SW.,-74.8357215,40.7195448,Thursday,October
2014-10-09,20,10,Mays Landing,nj,Other,10/9/15 @ 8:10pm from my position in mays landing nj I observed a faint light that Can only be compared to a star. I was looking at the,-74.7276626,39.4523385,Thursday,October
2014-10-09,17,00,Waretown,nj,Disk,Driving S on NJ Parkway when straight away as driving looked up and saw a shiny silvery shaped disk flashed light hovering flashing.,-74.1951395,39.7915084,Thursday,October
2014-10-06,14,57,Mount Laurel,nj,Unknown,Laser detector activated on radar detector followed by doughnut-shaped cloud in otherwise completely clear sky,-74.8909988,39.934002,Monday,October
2014-10-03,20,00,Pompton Plains,nj,Fireball,Consecutive slow moving silent orange objects, may have been on fire.,-74.2958532,40.9681661,Friday,October
2014-10-03,19,53,Toms River,nj,Fireball,Very low fireball, leaving a sparking trail, that was short-lived.. only a few seconds.  Traveling sideways toward the ground..,-74.1979458,39.9537358,Friday,October
2014-10-02,20,15,Pompton Plains,nj,Circle,Two orange fireballs silently glided overhead seperately,-74.2958532,40.9681661,Thursday,October
2014-09-30,19,00,Keyport,nj,Light,My brother and I witnessed 3 lights in the sky lined up in a triangle and they would brighten and then diminish. The lights would move,-74.1995883,40.4331631,Tuesday,September
2014-09-28,07,00,Ocean City,nj,Circle,Red and green flashing lights object moved in and out of clouds and stopped then just green lights flashed. object moved around and bot,-74.5746001,39.2776156,Sunday,September
2014-09-28,05,00,Cape May,nj,Oval,Large cluster of red orbs.,-74.9060053,38.9351125,Sunday,September
2014-09-27,23,45,Wildwood,nj,Circle,Two  orange yellow balls of light approached the coast,dimmed, then accelerated along the coast to thenortheast.,-74.8148894,38.9917797,Saturday,September
2014-09-27,23,00,Manahawkin,nj,Cigar,Still in the sky north or manahawkin - flashing lights not moving position.,-74.2587527,39.695397,Saturday,September
2014-09-27,22,34,Hamilton,nj,Fireball,Fireball glide across the sky, stop at a certain point and hover for several seconds then fade out and disappear.  This happened 3 sepa,-74.6796651,40.2115109,Saturday,September
